2001-05-25T11:09:41.499       6.61      6.61    -19.38     21.52   1.81176   3.03936   0.20586
2001-05-25T11:09:41.832       6.61      6.68    -19.40     21.55   1.81145   3.03809   0.20588
2001-05-25T11:09:42.166       6.57      6.51    -19.54     21.62   1.81114   3.03681   0.20589
2001-05-25T11:09:42.499       6.49      6.35    -19.52     21.53   1.81083   3.03553   0.20591
2001-05-25T11:09:42.832       7.18      5.96    -19.30     21.44   1.81052   3.03425   0.20593
2001-05-25T11:09:43.166       7.01      6.06    -19.27     21.39   1.81021   3.03297   0.20595
2001-05-25T11:09:43.499       6.72      6.31    -19.21     21.30   1.80990   3.03170   0.20597
2001-05-25T11:09:43.832       6.61      6.44    -19.24     21.34   1.80960   3.03042   0.20599
2001-05-25T11:09:44.166       6.46      6.51    -19.10     21.19   1.80929   3.02914   0.20600
2001-05-25T11:09:44.499       6.33      6.82    -19.06     21.21   1.80898   3.02786   0.20602
2001-05-25T11:09:44.832       6.36      7.02    -19.08     21.31   1.80867   3.02659   0.20604
2001-05-25T11:09:45.166       6.28      7.05    -19.00     21.21   1.80836   3.02531   0.20606
2001-05-25T11:09:45.499       6.50      7.20    -19.02     21.36   1.80805   3.02403   0.20608
2001-05-25T11:09:45.832       6.38      7.15    -19.13     21.40   1.80774   3.02275   0.20610
2001-05-25T11:09:46.166       6.12      7.31    -19.15     21.39   1.80743   3.02147   0.20611
2001-05-25T11:09:46.499       5.83      7.67    -19.15     21.44   1.80713   3.02019   0.20613
2001-05-25T11:09:46.832       5.75      7.86    -19.21     21.54   1.80682   3.01892   0.20615
2001-05-25T11:09:47.166       5.84      7.93    -19.34     21.71   1.80651   3.01764   0.20617
2001-05-25T11:09:47.499       5.72      7.87    -19.44     21.74   1.80620   3.01636   0.20619
2001-05-25T11:09:47.832       5.72      7.83    -19.55     21.82   1.80589   3.01508   0.20621
2001-05-25T11:09:48.166       5.69      7.83    -19.53     21.80   1.80558   3.01380   0.20622
2001-05-25T11:09:48.499       5.61      8.08    -19.59     21.93   1.80527   3.01253   0.20624
2001-05-25T11:09:48.832       5.57      8.27    -19.66     22.05   1.80497   3.01125   0.20626
2001-05-25T11:09:49.166       5.50      8.56    -19.68     22.16   1.80466   3.00997   0.20628
2001-05-25T11:09:49.499       5.37      8.73    -19.68     22.19   1.80435   3.00869   0.20630
2001-05-25T11:09:49.832       5.38      8.77    -19.76     22.27   1.80404   3.00742   0.20632
2001-05-25T11:09:50.166       5.36      8.91    -19.71     22.28   1.80373   3.00613   0.20634
2001-05-25T11:09:50.499       5.34      9.00    -19.66     22.27   1.80342   3.00486   0.20635
2001-05-25T11:09:50.832       5.40      9.18    -19.66     22.36   1.80311   3.00358   0.20637
2001-05-25T11:09:51.166       5.29      9.26    -19.61     22.32   1.80280   3.00230   0.20639
2001-05-25T11:09:51.499       5.01      9.45    -19.63     22.35   1.80250   3.00102   0.20641
2001-05-25T11:09:51.832       4.90      9.61    -19.63     22.39   1.80219   2.99975   0.20643
2001-05-25T11:09:52.166       4.72      9.82    -19.53     22.36   1.80188   2.99847   0.20645
2001-05-25T11:09:52.499       4.59     10.02    -19.39     22.30   1.80157   2.99719   0.20646
2001-05-25T11:09:52.832       4.33     10.09    -19.43     22.32   1.80126   2.99591   0.20648
2001-05-25T11:09:53.166       4.39     10.12    -19.48     22.38   1.80095   2.99463   0.20650
2001-05-25T11:09:53.499       4.29     10.06    -19.48     22.34   1.80064   2.99335   0.20652
2001-05-25T11:09:53.832       4.23     10.04    -19.52     22.36   1.80033   2.99208   0.20654
2001-05-25T11:09:54.166       4.20     10.13    -19.40     22.29   1.80002   2.99080   0.20656
2001-05-25T11:09:54.499       4.07     10.20    -19.40     22.29   1.79972   2.98952   0.20657
2001-05-25T11:09:54.832       4.04     10.28    -19.40     22.32   1.79941   2.98824   0.20659
